no,fps
1,0.19086849199382003
2,15.028284377306571
3,14.74614145988173
4,13.078957625876622
5,12.250506749849581
6,15.0235473633687
7,15.063745120081023
8,15.580855584778377
9,15.371690140328887
10,14.858349333654521
11,15.630732996195084
12,14.99272222937131
13,15.412812211765656
14,15.245694512093168
15,15.035018227831767
16,14.923640193416853
17,14.883393480027394
18,14.756309853010505
19,14.453946461555427
20,14.895814984231611
21,15.013329897054822
22,15.344977207372665
23,15.12409222359245
24,14.89973073015467
25,14.485795003211924
26,14.910854201328156
27,15.131021396181083
28,14.805324447487973
29,13.769649217839497
30,15.291884659275274
31,15.3365047443187
32,15.037012605222777
33,15.036581343658135
34,15.12922029202978
35,12.106520421417232
36,13.308195337709849
37,12.297126773777412
38,14.18048549597674
39,14.224778623002859
40,14.763737482180257
41,15.540905857244487
42,15.389851653170028
43,14.783928489603712
44,15.2046313851017
45,15.092581997445171
46,15.280129984626258
47,14.974736872170572
48,14.469703451226076
49,15.090735736978258
50,15.159952289731448
51,15.045481122769258
52,7.530736608505489
53,7.993124200793156
54,14.893064610052978
55,14.448419710983655
56,15.790439833899926
57,14.577931015306762
58,15.0876958218673
59,15.948469719496105
60,15.48319268791483
61,15.793412733975217
62,15.14653955184804
63,15.198956370488476
64,14.856349442484522
65,13.742039270420717
66,13.41052941214086
67,12.116732821428364
68,13.746588182855046
69,16.096834979103264
70,15.354583160969824
71,15.790915422698266
72,15.845440704795221
73,14.823324014942411
74,14.72181506753152
75,16.02598206473355
76,13.63890415413381
77,15.787289781538416
78,14.606614638291353
79,15.33947745691799
80,15.930358160203578
81,14.937405624091854
82,15.885709957201833
83,16.436068952815365
84,16.185599950605468
85,14.243134484971764
86,15.60172000773706
87,14.559612327216934
88,15.45045456554732
89,16.191973316450223
90,15.978605306767747
91,15.695718231010456
92,15.594005257111414
93,15.740898224492323
94,12.57323061242843
95,13.414947274826568
96,15.0316774838638
97,12.20896365229389
98,15.875247914490318
99,15.203418890165617
100,15.12327423640933
101,16.112912829850906
102,15.511307197035537
103,14.456885825075398
104,14.92539267947249
105,14.186001048483925
106,13.62592181094023
107,10.272251257610565
108,15.469943863738632
109,14.091727337783855
110,15.399853135555881
111,16.296090231990707
112,16.02206407597132
113,14.834595986390227
114,15.783665804912376
115,15.696423091604482
116,15.602938824098358
117,15.77624481874055
118,16.48633117278734
119,15.876269460647194
120,15.856942485888949
121,15.63667679460175
122,16.074749449075405
123,16.37370247617709
124,16.373255051372535
125,15.588904953225525
126,15.990728032451887
127,16.162709774378143
128,16.150449361190905
129,16.02910558417537
130,14.645887820770232
131,16.324886057129067
132,12.971084680137803
133,15.514807170177034
134,14.75916574883086
135,16.074687842530064
136,16.148459577875826
137,15.518308723143692
138,15.549490433344825
139,15.142055690133828
140,15.905469052187696
141,16.21131153687091
142,16.456188671398362
143,16.521854221157785
144,16.577490395712456
145,15.952594485838059
146,16.37152949901442
147,16.07592006316451
148,14.1387547066775
149,15.555718741539364
150,15.47131338020376
151,16.016985786623692
152,15.67442607879995
153,15.684976945428165
154,14.92236591657031
155,15.229087845933758
156,15.48479321878715
157,16.583323778383143
158,15.91403854909698
159,16.043820860810623
160,16.095167194946928
161,16.057272146059287
162,15.643208527429575
163,15.520548249346882
164,13.822788481185365
165,12.694317328878235
166,14.47649551999779
167,14.489698343167467
168,14.873945884605837
169,13.969232613829003
170,15.250683576706033
171,15.926365831801819
172,15.178330649392947
173,15.355201499531397
174,15.630616496297593
175,15.500644889481833
176,16.10338591958105
177,16.093870268403585
178,14.813376986187192
179,16.26323279087712
180,16.10913783567873
181,14.559511246875868
182,15.649161819409674
183,16.063852440808574
184,15.754023670639318
185,15.804779525363438
186,15.642333425325765
187,15.852747194599722
188,16.0875121779087
189,15.98944788176138
190,12.733163327261687
191,13.039476220380399
192,13.8539266462319
193,13.762284754304915
194,14.491750942379253
195,15.82469590413812
196,14.87800846360402
197,15.564608482356565
198,15.838320368552225
199,16.464715696088245
200,14.270805830395906
201,15.646067876780291
202,15.979944603825917
203,15.665820061553172
204,16.09152398015753
205,16.41175895166434
206,15.483135532217279
207,15.952533812052152
208,15.765037530398308
209,15.879515244214089
210,16.138455914888706
211,14.785752559293833
212,14.711952156298777
213,13.108838604825603
214,12.696661389387522
215,14.058428412457936
216,11.357382304996994
217,15.376592905430176
218,14.645887820770232
219,15.304048309707552
220,15.089758487823657
221,14.813847860023875
222,15.465209487885726
223,15.082867047366983
224,15.268893613303433
225,14.897719684591888
226,14.978854704212274
227,14.947200364921883
228,11.648158896698817
229,15.129766035884598
230,15.556584178980476
231,14.750964510921746
232,14.913505095256042
233,13.721763481947734
234,15.41445487354007
235,15.166969212633163
236,15.614846803916459
237,13.40615730796768
238,14.295027436011043
239,14.054330088629015
240,14.543558163081318
241,15.014458512767092
242,14.753818337871017
243,14.847146361580041
244,14.454743458961705
245,14.598327961742205
246,14.779031786357342
247,14.552792552730098
248,14.594111977508463
249,13.67220382298485
250,15.229198437250375
251,15.11373758630133
252,14.85677042746426
253,15.65681436410467
254,12.003651776234264
255,16.080665876877188
256,15.269449480497732
257,15.41094340177246
258,16.396169031703216
259,15.21301390979489
260,16.073455810780775
261,16.22165670129408
262,15.731156985117618
263,15.60264861245443
264,15.364651408141137
265,15.649862504617381
266,15.405679192821488
267,15.807281224089847
268,15.216601364098098
269,16.004212534579796
270,15.912589535024887
271,14.78069838495396
272,13.68857964354833
273,15.1697119627331
274,12.680386128167221
275,14.972919329159021
276,15.577615022358238
277,14.687686909506034
278,14.76675221890106
279,14.424618432184445
280,13.969139564703335
281,13.48815610910658
282,13.928919175616528
283,14.591827220795848
284,13.3981491833599
285,12.763580481718728
286,13.400246643791414
287,14.07286221405037
288,14.39669387446883
289,14.992936600989447
290,11.459158192676943
291,14.269640597144917
292,14.40188440183633
293,14.56208923407018
294,16.061453391079915
295,15.402058599961075
296,15.721958167778695
297,15.326249323998422
298,15.193010417723169
299,15.423013704674739
300,13.577226613837798
301,13.375248336187406
302,11.123084960525723
303,15.522903320120948
304,14.088839921532797
305,14.07064333135406
306,14.822433473513094
307,15.18943407705707
308,13.262495533639207
309,14.249328183019593
310,12.352428045106361
311,13.27592875704659
312,13.531104121300105
313,15.142657029597164
314,13.357570970885536
315,14.41673512458195
316,16.275601947963757
317,15.731747020036456
318,13.775980818813329
319,15.99511867716151
320,15.77446482030298
321,16.0580713334048
322,14.355402223317453
323,12.736991384781705
324,14.588832734494837
325,15.528535410565599
326,15.807281224089847
327,15.586993199301348
328,13.601795280901792
329,11.760709068324374
330,14.324515208021694
331,14.20175596014045
332,14.383166673525094
333,13.671045169197072
334,13.009426032474682
335,15.287314344030762
336,13.329680701966256
337,14.39669387446883
338,11.849588373893242
339,14.946081837586279
340,15.33471045675406
341,9.887166238033837
342,14.127277748960909
343,14.141519580572835
344,15.972033830535066
345,16.614592369883578
346,13.213444350984636
347,12.711976699429306
348,15.882882644077295
349,16.196725362990424
350,14.582239049337518
351,15.627296979090598
352,15.834015372302675
353,15.819264612146837
354,15.638542447325348
355,13.045722034910485
356,16.026533185587102
357,15.721309939240829
358,14.940544930592413
359,9.69541408252756
360,11.486900842968959
361,13.154515146668173
362,12.286176270709817
363,13.399176428870353
364,14.722383491345873
365,12.665949967990143
366,15.04062539221487
367,14.502122951386488
368,15.39357950020369
369,14.693810059310485
370,13.613229256260041
371,15.68556352117996
372,13.329299452120965
373,14.82877436370643
374,15.568248123705525
375,15.02543104529155
376,15.6088614990715
377,13.471736777359872
378,14.849406633245533
379,16.370443226702886
380,16.39283676356786
381,16.323933027687183
382,15.76248994716153
383,15.902694996739312
384,13.737898325958291
385,11.312506237070721
