no,fps
224,8.718335446590036
225,7.70036479532357
226,9.235971435303341
227,7.222965782086828
228,8.718136108634154
229,8.59513182755243
230,8.649690250521749
231,9.057974175630761
232,8.646052870265011
233,8.446245177088452
234,8.698320396020714
235,9.128748685960288
236,9.345409740000758
237,9.31146754875734
238,9.014541718785596
239,8.97824528055518
240,8.961728458369656
241,8.740336626524604
242,8.824874495562634
243,8.597492682206898
244,8.873697550283815
245,9.132743979445195
246,7.666136010133042
247,9.111951128374914
248,9.147383457826727
249,9.164151842092613
250,9.220256715197372
251,9.15678937417859
252,9.324239487092845
253,9.172849982066781
254,9.255720962666443
255,9.073081249459202
256,8.54708810769284
257,7.689917477801877
258,8.506421943923339
259,8.793827574639383
260,8.728295816590052
261,9.148341138159603
262,8.346956686136181
263,9.12952361880798
264,8.99021522224199
265,9.309607466678504
266,8.995517580093766
267,9.15095582812984
268,9.103130954913034
269,9.30785140473126
270,9.194425872300128
271,8.3274677319123
272,8.601971296026646
273,7.5082371600370195
274,8.636759370225313
275,7.889799120033257
276,8.979302431129417
277,8.973942364678521
278,8.864002164063029
279,7.6373104922558115
280,9.031973539140022
281,9.413767253955784
282,9.509491798261028
283,8.820142281252563
284,9.117398099701543
285,8.812229496348463
286,9.262077478706937
287,9.079680653932078
288,8.734475771603973
289,8.714929832653892
290,8.751954127559772
291,8.820160829043438
292,8.745220605866004
293,8.75708878175885
294,9.12862947719858
295,9.378698436549676
296,9.390120714976538
297,9.262118384877828
298,9.461462111778825
299,9.328635991601722
300,9.543722965393428
301,8.894660833458806
302,8.050502976013389
303,7.820481314431788
304,8.211743469161206
305,8.357567992475945
306,9.262036572897367
307,9.015859367946794
308,9.12789442529336
309,8.869250418689628
310,8.92931365932688
311,8.570403396854068
312,8.334119526535511
313,8.81239612988623
314,8.767834372269396
315,8.832382211852307
316,8.823667762708086
317,5.149506572081728
318,9.048125896603423
319,6.542253279468422
320,9.333971279088658
321,9.42159126645402
322,9.437150969971604
323,9.07463203238418
324,9.10623386604776
325,9.460011006558826
326,8.9028546927634
327,8.883602321345364
328,7.592132557642809
329,9.09661580102541
330,7.632557394709642
331,9.314238381918274
332,8.249975413157305
333,8.235833292425507
334,8.088149425154366
335,8.81115578691741
336,8.645963757196718
337,8.31777383799563
338,8.810878146026464
339,8.785391418002673
340,8.850012238042588
341,9.105087321314215
342,8.982533087762882
343,9.005096936256091
344,9.12946400391794
345,9.419856174566885
346,8.914643270080935
347,9.297576243909576
348,9.31401086333779
349,9.177546617419884
350,8.687474497668802
351,9.268299366027096
352,9.240631155017207
353,9.266190356260742
354,9.378320968441576
355,8.928952488813009
356,7.969537823109604
357,8.678756176492497
358,9.297514414092893
359,7.59224249971943
360,9.0878449674885
361,8.205446033637152
362,8.651135353435349
363,9.023909259701506
364,8.450754851175544
365,8.820476153423943
366,7.276850743420254
367,8.703139460087565
368,8.84443235469634
369,7.626548064317288
370,8.983937609640433
371,7.195037602239666
372,7.646165345000456
373,8.92646310811645
374,8.843928831985965
375,9.13153110787445
376,9.16337101971708
377,8.94851668924613
378,8.928040188169183
379,9.217095880296315
380,8.198565257334975
381,6.59682985061481
382,8.890682629450318
383,8.90811123075518
384,9.03102062084305
385,8.33110670154593
