number,gpu_usage,mem_usage
1,57.2,70.24676452810367
2,18.8,76.06948682770938
3,5.7,80.70423118519423
4,21.0,83.65249875886423
5,0.0,86.77130127122709
6,99.2,87.25606505176597
7,68.4,87.38460844853047
8,72.8,87.426128175381
9,99.3,87.48562929908725
10,99.3,87.5405171198101
11,99.4,87.53931137016671
12,99.5,87.50020314260296
13,26.0,87.49763437162358
14,99.3,87.57144721935784
15,99.0,87.60851091491759
16,94.8,87.55488126773567
17,46.2,87.58806559487755
18,99.3,87.6717865592466
19,99.2,87.6942239873931
20,76.1,87.62297991063822
21,11.6,87.60127641705728
22,99.4,87.63713436297364
23,99.2,87.66727810405828
24,53.9,87.50659885810266
25,75.7,87.53485533887594
26,99.3,87.6578942263989
27,99.4,87.69563943262663
28,99.2,87.69983334442972
29,99.2,87.62476232315454
30,19.2,87.61810448816713
31,94.0,87.6734117000703
32,99.3,87.71687111112975
33,99.3,87.66397539851336
34,99.4,87.65569242270227
35,99.5,87.7291907270513
36,22.7,87.75330571991904
37,99.4,87.81972679810038
38,99.3,87.78423581946677
39,99.3,87.82675160037053
40,99.4,87.81479895173175
41,99.3,87.85558474401674
42,70.9,87.79199455630248
43,9.6,87.79440605558925
44,99.3,87.81411744106374
45,99.3,87.81160109398189
46,99.1,87.81448440834652
47,99.2,87.82722341544837
48,99.3,87.83671214090285
49,99.3,87.80635870422803
50,99.5,87.8081935406419
51,31.9,87.75844326187782
52,99.4,87.79634573979817
53,99.4,87.85149568000872
54,41.3,87.83430064161608
55,72.3,87.75047482945195
56,99.3,87.79015971988862
57,83.1,87.80599173694526
58,99.3,87.82292465585022
59,99.0,87.73023920500208
60,10.8,87.75209997027565
61,99.3,87.83791789054625
62,99.2,87.81112927890405
63,9.3,87.81317381090805
64,99.3,87.79152274122464
65,88.4,87.74135307128024
66,77.4,87.74360729887441
67,92.5,87.7429257882064
68,99.4,87.72211350088361
69,99.4,87.78297764592585
70,99.4,87.79299061035572
71,16.6,87.80499568289204
72,99.3,87.75744720782458
73,99.2,87.81280684362528
74,63.4,87.79251879527786
75,99.3,87.77710616940153
76,99.2,87.83613547802993
77,4.9,87.74481304851778
78,47.2,87.82323919923545
79,99.3,87.79015971988862
80,99.3,87.79865239128988
81,95.1,87.79823300010958
82,40.0,87.6841585990657
83,91.9,87.70916479819158
84,99.2,87.67466987361122
85,16.2,87.79377696881879
86,99.4,88.03078540959052
87,11.0,87.94648778234856
88,31.2,87.6862031310697
89,99.4,87.89086602706017
90,99.3,87.87854641113861
91,99.2,87.57616537013631
92,99.4,87.58072624922217
93,14.0,87.31100529638637
94,13.5,87.30350867903836
95,63.4,87.30854137320205
96,99.3,87.40248499759112
97,99.4,87.45113437450689
98,99.2,87.4999934470128
99,99.2,87.49517044843927
100,99.2,87.45490889512966
101,99.5,87.64546976268225
102,99.2,87.53281080687194
103,34.9,87.57810505434523
104,99.3,87.40222287810343
105,99.4,87.4176879278773
106,11.0,87.46853910848968
107,99.5,87.44777924506441
108,99.4,87.39325839162434
109,99.1,87.40956222375883
110,16.1,87.55089705152274
111,99.2,87.53857743560117
112,99.4,87.51357123647529
113,99.2,87.40757011565236
114,99.4,87.41485703741021
115,94.5,87.45899795913768
116,71.4,87.5036631198405
117,67.3,87.40751769175482
118,99.3,87.38670540443202
119,8.4,87.30801713422667
120,85.0,87.33910450546702
121,99.4,87.30812198202175
122,99.3,87.37831758082586
123,99.3,87.4181073190576
124,99.2,87.41852671023793
125,73.4,87.42418849117207
126,21.1,87.38927417541142
127,53.2,87.52080573433561
128,31.9,87.41255038591852
129,98.6,87.47860449681708
130,99.3,87.38455602463294
131,99.3,87.47802783394417
132,99.3,87.39855320527573
133,99.4,87.42256335034838
134,99.1,87.56300697185412
135,98.4,87.38125331908802
136,47.7,87.46927304305522
137,99.4,87.47351937875585
138,99.2,87.46334914263338
139,99.3,87.40930010427114
140,99.1,87.60735758917174
141,98.9,87.57270539289877
142,99.4,87.70570482095404
143,13.0,87.4780802578417
144,94.3,87.49071441714848
145,99.3,87.51330911698759
146,99.5,87.65092184802626
147,99.2,87.68300527331986
148,99.3,87.54848555223596
149,79.7,87.60961181676589
150,99.2,87.67786773136108
151,99.3,87.72384348950237
152,98.9,87.73390887782978
153,99.3,87.59912703725819
154,98.8,87.71257235153159
155,31.2,87.9085853044282
156,94.9,87.86680345808998
157,82.8,87.94779837978702
158,99.2,87.9630013100732
159,99.2,87.93107515647223
160,98.9,88.09741618336201
161,99.1,87.93495452489009
162,99.4,87.96672340679844
163,99.0,87.96058981078643
164,98.9,88.0110216002185
165,99.2,87.9446529459347
166,98.3,87.94229387054547
167,67.2,87.90407684923987
168,99.1,87.84441845384102
169,99.2,87.936212698431
170,99.3,87.83319973976778
171,99.0,87.98874144376462
172,99.4,88.0142718818659
173,65.0,87.94349962018886
174,32.2,87.76861349800029
175,99.0,87.92850638549284
176,99.4,87.90061687200233
177,22.8,87.83870424900931
178,98.9,87.87466704272076
179,99.1,87.81553288629729
180,99.2,87.8371839559807
181,45.4,87.90895227171096
182,99.1,87.99209657320709
183,99.2,87.77076287779937
184,98.8,87.90313321908418
185,8.0,87.87110221768813
186,99.2,87.9590695177578
187,99.4,87.88499455053585
188,99.3,87.94187447936517
189,99.4,87.94659263014364
190,99.0,87.89673750358449
191,99.3,87.96714279797875
192,99.3,88.0146912730462
193,99.2,88.05914673815887
194,83.5,88.03309206108223
195,99.4,87.93228090611561
196,99.4,87.94135024038978
197,15.8,87.9693970255729
198,99.4,87.96457402699936
199,94.3,88.04976286049948
200,39.3,87.8404342376281
201,99.4,87.80012026042095
202,44.3,87.8962132646091
203,84.3,87.81988406979299
204,99.3,87.87403795595029
205,99.2,87.81207290905974
206,99.4,87.85133840831611
207,99.3,87.95954133283566
208,99.2,87.92085249645221
209,47.9,87.90748440257988
210,99.3,87.81553288629729
211,99.3,87.83042127319824
212,99.3,88.00100863578865
213,80.9,87.87938519349923
214,23.6,87.90889984781343
215,99.4,87.85427414657828
216,99.5,87.84992296308258
217,99.4,87.9046535121128
218,99.3,87.85668564586504
219,99.5,87.90554471837095
220,99.2,87.93233333001315
221,99.4,87.86386771982781
222,99.3,87.85107628882841
223,99.5,87.87996185637215
224,99.1,88.0473513612127
225,99.1,87.91613434567374
226,83.2,87.97830908815445
227,64.5,87.9291354722633
228,97.4,87.89065633147001
229,93.2,87.92085249645221
230,99.1,87.91927977952606
231,99.3,88.12441449059438
232,99.2,87.95471833426211
233,99.2,88.00058924460834
234,99.4,88.00876737262435
235,99.3,87.94680232573378
236,64.3,88.06061460728996
237,33.2,87.96363039684366
238,99.3,88.01390491458312
239,99.3,88.13778258446669
240,96.0,87.95099623753687
241,99.4,88.0961580098211
242,99.5,88.00562193877204
243,99.5,88.02926511656192
244,99.3,87.92415520199714
245,70.4,87.96750976526151
246,87.3,88.04588349208163
247,99.4,88.00174257035418
248,99.3,87.92693366856669
249,99.3,87.95277865005319
250,33.2,88.01773185910343
251,99.3,88.14370648488855
252,99.2,88.07938236260875
253,39.4,88.02517605255392
254,48.5,88.12294662146329
255,99.3,88.16084909938365
256,99.3,88.08609262149369
257,99.3,88.03770536406562
258,58.3,87.92971213513623
259,82.5,87.94197932716024
260,99.4,88.0107594807308
261,36.5,88.13966984477808
262,87.0,87.97269973111783
263,99.5,87.94884685773779
264,25.3,87.88258305124907
265,99.3,87.92688124466915
266,99.4,88.11026003825896
267,53.2,88.15592125301504
268,89.1,88.15429611219133
269,99.5,88.11728484052912
270,99.5,88.13096747778668
271,99.1,87.94166478377501
272,99.4,88.06192520472842
273,99.4,87.99702441957571
274,99.3,88.02030063008283
275,99.3,88.04179442807363
276,99.1,88.03497932139362
277,25.0,88.12153117622975
278,99.3,88.16126849056396
279,99.4,88.16782147775628
280,99.3,88.31251143496264
281,22.6,88.25930117896104
282,99.2,88.09778315064479
283,99.1,88.09049622888693
284,30.0,88.08483444795276
285,77.2,88.12048269827898
286,99.3,88.10858247353772
287,99.5,88.25169971381794
288,99.5,88.04960558880687
289,38.8,88.1069049088165
290,99.4,88.130023847631
291,99.1,88.37877524145136
292,99.4,88.30705934961864
293,99.7,88.17421719325597
294,56.5,88.1254105446476
295,99.3,88.31916926995005
296,83.6,88.22202778781113
297,99.5,88.25196183330564
298,99.3,88.14984008090056
299,99.3,88.08577807810846
300,91.2,88.3138220324011
301,92.3,88.13573805246268
302,99.1,88.1860649940997
303,81.7,88.29138460425462
304,72.3,88.17757232269845
305,50.5,88.19964278356217
306,99.3,88.17883049623937
307,99.0,88.48760725274137
308,31.5,88.3090514577251
309,84.8,88.36949621158703
310,17.5,88.14375890878608
311,88.1,88.14113771390916
312,93.1,88.05353738112225
313,99.3,88.28677130127123
314,99.2,88.15340490593317
315,45.9,88.30690207792603
316,98.8,88.16184515343689
317,99.3,88.46118560838195
318,99.0,88.34758302241593
319,47.7,88.2896021917383
320,24.0,88.16871268401444
321,64.9,88.14910614633501
322,22.9,88.16535755457197
323,99.4,88.3029178617131
324,99.4,88.24451763985516
325,99.3,88.12320874095097
326,85.3,88.16189757733443
327,28.2,88.1656720979572
328,87.1,88.35198662980918
329,99.3,88.41562924142096
330,99.2,88.44011120157145
331,99.2,88.37646858995967
332,60.0,88.47182765958227
333,99.1,88.442208157473
334,99.1,88.2029454891071
335,99.5,88.17851595285414
336,99.5,88.07220028864599
337,99.2,87.83472003279638
338,99.1,87.78811518788463
339,99.5,87.90785136986266
340,99.6,87.8298446103253
341,77.5,87.94266083782824
342,99.3,87.9136179985919
343,99.5,87.95838800708981
344,99.2,87.84745903989825
345,99.2,87.94533445660271
346,99.5,87.94481021762732
347,99.1,88.01186038257912
348,98.8,88.04341956889732
349,16.0,88.06355034555212
350,99.1,88.21484571384835
351,99.6,87.82439252498129
352,99.4,88.00551709097697
353,99.3,88.15634064419534
354,98.9,88.19565856734924
355,99.3,88.15130795003164
356,99.3,87.98606782499016
357,99.1,88.12420479500422
358,99.5,87.91775948649743
359,99.5,87.87372341256507
360,98.6,88.19576341514433
361,99.5,88.0545334351755
362,99.3,87.91256952064113
363,99.6,87.80137843396187
364,75.6,87.99497988757172
365,99.0,87.98087785913384
366,16.3,87.80389478104372
367,99.3,87.85359263591026
368,88.5,88.0469319700324
369,30.5,88.17620930136243
370,99.3,87.84709207261548
371,81.9,88.09510953187032
372,95.1,88.07885812363338
373,99.0,88.22653624299944
374,99.5,87.84504754061149
375,99.2,88.02239758598436
376,14.8,88.21856781057359
377,99.5,88.17285417191998
378,99.4,88.04976286049948
379,99.2,88.42574705364589
380,25.5,88.12965688034822
381,71.8,88.00315801558773
382,87.0,87.98171664149446
383,99.5,88.28331132403369
384,99.2,88.26449114481734
385,95.9,88.26118843927242
386,99.5,88.2297341007493
387,99.1,88.20247367402926
